Name_to_Use	DownloadLink	DownloadCommand	ProteinFilename
Emiliania_huxleyi	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000013827/UP000013827_2903.fasta.gz	echo 'Downloading proteome for Emiliania_huxleyi.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000013827/UP000013827_2903.fasta.gz' > Emiliania_huxleyi_UniProtRefProteome.fasta.gz && gunzip Emiliania_huxleyi_UniProtRefProteome.fasta.gz && echo Done!	Emiliania_huxleyi_UniProtRefProteome.fasta
Naegleria_gruberi	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006671/UP000006671_5762.fasta.gz	echo 'Downloading proteome for Naegleria_gruberi.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006671/UP000006671_5762.fasta.gz' > Naegleria_gruberi_UniProtRefProteome.fasta.gz && gunzip Naegleria_gruberi_UniProtRefProteome.fasta.gz && echo Done!	Naegleria_gruberi_UniProtRefProteome.fasta
Monosiga_brevicollis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001357/UP000001357_81824.fasta.gz	echo 'Downloading proteome for Monosiga_brevicollis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001357/UP000001357_81824.fasta.gz' > Monosiga_brevicollis_UniProtRefProteome.fasta.gz && gunzip Monosiga_brevicollis_UniProtRefProteome.fasta.gz && echo Done!	Monosiga_brevicollis_UniProtRefProteome.fasta
Salpingoeca_rosetta	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007799/UP000007799_946362.fasta.gz	echo 'Downloading proteome for Salpingoeca_rosetta.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007799/UP000007799_946362.fasta.gz' > Salpingoeca_rosetta_UniProtRefProteome.fasta.gz && gunzip Salpingoeca_rosetta_UniProtRefProteome.fasta.gz && echo Done!	Salpingoeca_rosetta_UniProtRefProteome.fasta
Capsaspora_owczarzaki	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008743/UP000008743_595528.fasta.gz	echo 'Downloading proteome for Capsaspora_owczarzaki.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008743/UP000008743_595528.fasta.gz' > Capsaspora_owczarzaki_UniProtRefProteome.fasta.gz && gunzip Capsaspora_owczarzaki_UniProtRefProteome.fasta.gz && echo Done!	Capsaspora_owczarzaki_UniProtRefProteome.fasta
Aspergillus_fumigatus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002530/UP000002530_330879.fasta.gz	echo 'Downloading proteome for Aspergillus_fumigatus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002530/UP000002530_330879.fasta.gz' > Aspergillus_fumigatus_UniProtRefProteome.fasta.gz && gunzip Aspergillus_fumigatus_UniProtRefProteome.fasta.gz && echo Done!	Aspergillus_fumigatus_UniProtRefProteome.fasta
Aspergillus_nidulans	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000560/UP000000560_227321.fasta.gz	echo 'Downloading proteome for Aspergillus_nidulans.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000560/UP000000560_227321.fasta.gz' > Aspergillus_nidulans_UniProtRefProteome.fasta.gz && gunzip Aspergillus_nidulans_UniProtRefProteome.fasta.gz && echo Done!	Aspergillus_nidulans_UniProtRefProteome.fasta
Neurospora_crassa	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001805/UP000001805_367110.fasta.gz	echo 'Downloading proteome for Neurospora_crassa.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001805/UP000001805_367110.fasta.gz' > Neurospora_crassa_UniProtRefProteome.fasta.gz && gunzip Neurospora_crassa_UniProtRefProteome.fasta.gz && echo Done!	Neurospora_crassa_UniProtRefProteome.fasta
Saccharomyces_cerevisiae	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002311/UP000002311_559292.fasta.gz	echo 'Downloading proteome for Saccharomyces_cerevisiae.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002311/UP000002311_559292.fasta.gz' > Saccharomyces_cerevisiae_UniProtRefProteome.fasta.gz && gunzip Saccharomyces_cerevisiae_UniProtRefProteome.fasta.gz && echo Done!	Saccharomyces_cerevisiae_UniProtRefProteome.fasta
Schizosaccharomyces_pombe	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002485/UP000002485_284812.fasta.gz	echo 'Downloading proteome for Schizosaccharomyces_pombe.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002485/UP000002485_284812.fasta.gz' > Schizosaccharomyces_pombe_UniProtRefProteome.fasta.gz && gunzip Schizosaccharomyces_pombe_UniProtRefProteome.fasta.gz && echo Done!	Schizosaccharomyces_pombe_UniProtRefProteome.fasta
Yarrowia_lipolytica	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001300/UP000001300_284591.fasta.gz	echo 'Downloading proteome for Yarrowia_lipolytica.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001300/UP000001300_284591.fasta.gz' > Yarrowia_lipolytica_UniProtRefProteome.fasta.gz && gunzip Yarrowia_lipolytica_UniProtRefProteome.fasta.gz && echo Done!	Yarrowia_lipolytica_UniProtRefProteome.fasta
Cryptococcus_neoformans	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002149/UP000002149_214684.fasta.gz	echo 'Downloading proteome for Cryptococcus_neoformans.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002149/UP000002149_214684.fasta.gz' > Cryptococcus_neoformans_UniProtRefProteome.fasta.gz && gunzip Cryptococcus_neoformans_UniProtRefProteome.fasta.gz && echo Done!	Cryptococcus_neoformans_UniProtRefProteome.fasta
Psilocybe_cubensis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000664032/UP000664032_181762.fasta.gz	echo 'Downloading proteome for Psilocybe_cubensis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000664032/UP000664032_181762.fasta.gz' > Psilocybe_cubensis_UniProtRefProteome.fasta.gz && gunzip Psilocybe_cubensis_UniProtRefProteome.fasta.gz && echo Done!	Psilocybe_cubensis_UniProtRefProteome.fasta
Panaeolus_cyanescens	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000284842/UP000284842_181874.fasta.gz	echo 'Downloading proteome for Panaeolus_cyanescens.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000284842/UP000284842_181874.fasta.gz' > Panaeolus_cyanescens_UniProtRefProteome.fasta.gz && gunzip Panaeolus_cyanescens_UniProtRefProteome.fasta.gz && echo Done!	Panaeolus_cyanescens_UniProtRefProteome.fasta
Claviceps_purpurea	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000016801/UP000016801_1111077.fasta.gz	echo 'Downloading proteome for Claviceps_purpurea.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000016801/UP000016801_1111077.fasta.gz' > Claviceps_purpurea_UniProtRefProteome.fasta.gz && gunzip Claviceps_purpurea_UniProtRefProteome.fasta.gz && echo Done!	Claviceps_purpurea_UniProtRefProteome.fasta
Ustilago_maydis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000561/UP000000561_237631.fasta.gz	echo 'Downloading proteome for Ustilago_maydis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000561/UP000000561_237631.fasta.gz' > Ustilago_maydis_UniProtRefProteome.fasta.gz && gunzip Ustilago_maydis_UniProtRefProteome.fasta.gz && echo Done!	Ustilago_maydis_UniProtRefProteome.fasta
Allomyces_macrogynus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054350/UP000054350_578462.fasta.gz	echo 'Downloading proteome for Allomyces_macrogynus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054350/UP000054350_578462.fasta.gz' > Allomyces_macrogynus_UniProtRefProteome.fasta.gz && gunzip Allomyces_macrogynus_UniProtRefProteome.fasta.gz && echo Done!	Allomyces_macrogynus_UniProtRefProteome.fasta
Batrachochytrium_dendrobatidis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007241/UP000007241_684364.fasta.gz	echo 'Downloading proteome for Batrachochytrium_dendrobatidis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007241/UP000007241_684364.fasta.gz' > Batrachochytrium_dendrobatidis_UniProtRefProteome.fasta.gz && gunzip Batrachochytrium_dendrobatidis_UniProtRefProteome.fasta.gz && echo Done!	Batrachochytrium_dendrobatidis_UniProtRefProteome.fasta
Rhizophagus_irregularis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000234323/UP000234323_588596.fasta.gz	echo 'Downloading proteome for Rhizophagus_irregularis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000234323/UP000234323_588596.fasta.gz' > Rhizophagus_irregularis_UniProtRefProteome.fasta.gz && gunzip Rhizophagus_irregularis_UniProtRefProteome.fasta.gz && echo Done!	Rhizophagus_irregularis_UniProtRefProteome.fasta
Rhizopus_delemar	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000009138/UP000009138_246409.fasta.gz	echo 'Downloading proteome for Rhizopus_delemar.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000009138/UP000009138_246409.fasta.gz' > Rhizopus_delemar_UniProtRefProteome.fasta.gz && gunzip Rhizopus_delemar_UniProtRefProteome.fasta.gz && echo Done!	Rhizopus_delemar_UniProtRefProteome.fasta
Rozella_allomycis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030755/UP000030755_988480.fasta.gz	echo 'Downloading proteome for Rozella_allomycis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030755/UP000030755_988480.fasta.gz' > Rozella_allomycis_UniProtRefProteome.fasta.gz && gunzip Rozella_allomycis_UniProtRefProteome.fasta.gz && echo Done!	Rozella_allomycis_UniProtRefProteome.fasta
Conidiobolus_coronatus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000070444/UP000070444_796925.fasta.gz	echo 'Downloading proteome for Conidiobolus_coronatus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000070444/UP000070444_796925.fasta.gz' > Conidiobolus_coronatus_UniProtRefProteome.fasta.gz && gunzip Conidiobolus_coronatus_UniProtRefProteome.fasta.gz && echo Done!	Conidiobolus_coronatus_UniProtRefProteome.fasta
Sphaeroforma_arctica	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054560/UP000054560_667725.fasta.gz	echo 'Downloading proteome for Sphaeroforma_arctica.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054560/UP000054560_667725.fasta.gz' > Sphaeroforma_arctica_UniProtRefProteome.fasta.gz && gunzip Sphaeroforma_arctica_UniProtRefProteome.fasta.gz && echo Done!	Sphaeroforma_arctica_UniProtRefProteome.fasta
Ixodes_scapularis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001555/UP000001555_6945.fasta.gz	echo 'Downloading proteome for Ixodes_scapularis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001555/UP000001555_6945.fasta.gz' > Ixodes_scapularis_UniProtRefProteome.fasta.gz && gunzip Ixodes_scapularis_UniProtRefProteome.fasta.gz && echo Done!	Ixodes_scapularis_UniProtRefProteome.fasta
Lepeophtheirus_salmonis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000675881/UP000675881_72036.fasta.gz	echo 'Downloading proteome for Lepeophtheirus_salmonis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000675881/UP000675881_72036.fasta.gz' > Lepeophtheirus_salmonis_UniProtRefProteome.fasta.gz && gunzip Lepeophtheirus_salmonis_UniProtRefProteome.fasta.gz && echo Done!	Lepeophtheirus_salmonis_UniProtRefProteome.fasta
Drosophila_melanogaster	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000803/UP000000803_7227.fasta.gz	echo 'Downloading proteome for Drosophila_melanogaster.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000803/UP000000803_7227.fasta.gz' > Drosophila_melanogaster_UniProtRefProteome.fasta.gz && gunzip Drosophila_melanogaster_UniProtRefProteome.fasta.gz && echo Done!	Drosophila_melanogaster_UniProtRefProteome.fasta
Ramazzottius_varieornatus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186922/UP000186922_947166.fasta.gz	echo 'Downloading proteome for Ramazzottius_varieornatus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186922/UP000186922_947166.fasta.gz' > Ramazzottius_varieornatus_UniProtRefProteome.fasta.gz && gunzip Ramazzottius_varieornatus_UniProtRefProteome.fasta.gz && echo Done!	Ramazzottius_varieornatus_UniProtRefProteome.fasta
Capitella_teleta	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000014760/UP000014760_283909.fasta.gz	echo 'Downloading proteome for Capitella_teleta.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000014760/UP000014760_283909.fasta.gz' > Capitella_teleta_UniProtRefProteome.fasta.gz && gunzip Capitella_teleta_UniProtRefProteome.fasta.gz && echo Done!	Capitella_teleta_UniProtRefProteome.fasta
Helobdella_robusta	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000015101/UP000015101_6412.fasta.gz	echo 'Downloading proteome for Helobdella_robusta.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000015101/UP000015101_6412.fasta.gz' > Helobdella_robusta_UniProtRefProteome.fasta.gz && gunzip Helobdella_robusta_UniProtRefProteome.fasta.gz && echo Done!	Helobdella_robusta_UniProtRefProteome.fasta
Dimorphilus_gyrociliatus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000549394/UP000549394_2664684.fasta.gz	echo 'Downloading proteome for Dimorphilus_gyrociliatus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000549394/UP000549394_2664684.fasta.gz' > Dimorphilus_gyrociliatus_UniProtRefProteome.fasta.gz && gunzip Dimorphilus_gyrociliatus_UniProtRefProteome.fasta.gz && echo Done!	Dimorphilus_gyrociliatus_UniProtRefProteome.fasta
Lingula_anatina	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000085678/UP000085678_7574.fasta.gz	echo 'Downloading proteome for Lingula_anatina.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000085678/UP000085678_7574.fasta.gz' > Lingula_anatina_UniProtRefProteome.fasta.gz && gunzip Lingula_anatina_UniProtRefProteome.fasta.gz && echo Done!	Lingula_anatina_UniProtRefProteome.fasta
Branchiostoma_belcheri	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515135/UP000515135_7741.fasta.gz	echo 'Downloading proteome for Branchiostoma_belcheri.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515135/UP000515135_7741.fasta.gz' > Branchiostoma_belcheri_UniProtRefProteome.fasta.gz && gunzip Branchiostoma_belcheri_UniProtRefProteome.fasta.gz && echo Done!	Branchiostoma_belcheri_UniProtRefProteome.fasta
Nematostella_vectensis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001593/UP000001593_45351.fasta.gz	echo 'Downloading proteome for Nematostella_vectensis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001593/UP000001593_45351.fasta.gz' > Nematostella_vectensis_UniProtRefProteome.fasta.gz && gunzip Nematostella_vectensis_UniProtRefProteome.fasta.gz && echo Done!	Nematostella_vectensis_UniProtRefProteome.fasta
Hydra_vulgaris	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694840/UP000694840_6087.fasta.gz	echo 'Downloading proteome for Hydra_vulgaris.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694840/UP000694840_6087.fasta.gz' > Hydra_vulgaris_UniProtRefProteome.fasta.gz && gunzip Hydra_vulgaris_UniProtRefProteome.fasta.gz && echo Done!	Hydra_vulgaris_UniProtRefProteome.fasta
Strongylocentrotus_purpuratus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007110/UP000007110_7668.fasta.gz	echo 'Downloading proteome for Strongylocentrotus_purpuratus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007110/UP000007110_7668.fasta.gz' > Strongylocentrotus_purpuratus_UniProtRefProteome.fasta.gz && gunzip Strongylocentrotus_purpuratus_UniProtRefProteome.fasta.gz && echo Done!	Strongylocentrotus_purpuratus_UniProtRefProteome.fasta
Octopus_bimaculoides	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053454/UP000053454_37653.fasta.gz	echo 'Downloading proteome for Octopus_bimaculoides.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053454/UP000053454_37653.fasta.gz' > Octopus_bimaculoides_UniProtRefProteome.fasta.gz && gunzip Octopus_bimaculoides_UniProtRefProteome.fasta.gz && echo Done!	Octopus_bimaculoides_UniProtRefProteome.fasta
Mizuhopecten_yessoensis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000242188/UP000242188_6573.fasta.gz	echo 'Downloading proteome for Mizuhopecten_yessoensis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000242188/UP000242188_6573.fasta.gz' > Mizuhopecten_yessoensis_UniProtRefProteome.fasta.gz && gunzip Mizuhopecten_yessoensis_UniProtRefProteome.fasta.gz && echo Done!	Mizuhopecten_yessoensis
Caenorhabditis_elegans	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001940/UP000001940_6239.fasta.gz	echo 'Downloading proteome for Caenorhabditis_elegans.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001940/UP000001940_6239.fasta.gz' > Caenorhabditis_elegans_UniProtRefProteome.fasta.gz && gunzip Caenorhabditis_elegans_UniProtRefProteome.fasta.gz && echo Done!	Caenorhabditis_elegans_UniProtRefProteome.fasta
Bursaphelenchus_okinawaensis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000614601/UP000614601_465554.fasta.gz	echo 'Downloading proteome for Bursaphelenchus_okinawaensis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000614601/UP000614601_465554.fasta.gz' > Bursaphelenchus_okinawaensis_UniProtRefProteome.fasta.gz && gunzip Bursaphelenchus_okinawaensis_UniProtRefProteome.fasta.gz && echo Done!	Bursaphelenchus_okinawaensis_UniProtRefProteome.fasta
Loa_loa	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000095285/UP000095285_7209.fasta.gz	echo 'Downloading proteome for Loa_loa.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000095285/UP000095285_7209.fasta.gz' > Loa_loa_UniProtRefProteome.fasta.gz && gunzip Loa_loa_UniProtRefProteome.fasta.gz && echo Done!	Loa_loa_UniProtRefProteome.fasta
Trichinella_spiralis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054776/UP000054776_6334.fasta.gz	echo 'Downloading proteome for Trichinella_spiralis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054776/UP000054776_6334.fasta.gz' > Trichinella_spiralis_UniProtRefProteome.fasta.gz && gunzip Trichinella_spiralis_UniProtRefProteome.fasta.gz && echo Done!	Trichinella_spiralis_UniProtRefProteome.fasta
Schistosoma_mansoni	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008854/UP000008854_6183.fasta.gz	echo 'Downloading proteome for Schistosoma_mansoni.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008854/UP000008854_6183.fasta.gz' > Schistosoma_mansoni_UniProtRefProteome.fasta.gz && gunzip Schistosoma_mansoni_UniProtRefProteome.fasta.gz && echo Done!	Schistosoma_mansoni_UniProtRefProteome.fasta
Macrostomum_lignano	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000215902/UP000215902_282301.fasta.gz	echo 'Downloading proteome for Macrostomum_lignano.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000215902/UP000215902_282301.fasta.gz' > Macrostomum_lignano_UniProtRefProteome.fasta.gz && gunzip Macrostomum_lignano_UniProtRefProteome.fasta.gz && echo Done!	Macrostomum_lignano_UniProtRefProteome.fasta
Trichoplax_sp_H2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000253843/UP000253843_287889.fasta.gz	echo 'Downloading proteome for Trichoplax_sp_H2.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000253843/UP000253843_287889.fasta.gz' > Trichoplax_sp_H2_UniProtRefProteome.fasta.gz && gunzip Trichoplax_sp_H2_UniProtRefProteome.fasta.gz && echo Done!	Trichoplax_sp_H2_UniProtRefProteome.fasta
Amphimedon_queenslandica	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007879/UP000007879_400682.fasta.gz	echo 'Downloading proteome for Amphimedon_queenslandica.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007879/UP000007879_400682.fasta.gz' > Amphimedon_queenslandica_UniProtRefProteome.fasta.gz && gunzip Amphimedon_queenslandica_UniProtRefProteome.fasta.gz && echo Done!	Amphimedon_queenslandica_UniProtRefProteome.fasta
Ciona_intestinalis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008144/UP000008144_7719.fasta.gz	echo 'Downloading proteome for Ciona_intestinalis.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008144/UP000008144_7719.fasta.gz' > Ciona_intestinalis_UniProtRefProteome.fasta.gz && gunzip Ciona_intestinalis_UniProtRefProteome.fasta.gz && echo Done!	Ciona_intestinalis_UniProtRefProteome.fasta
Danio_rerio	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000437/UP000000437_7955.fasta.gz	echo 'Downloading proteome for Danio_rerio.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000437/UP000000437_7955.fasta.gz' > Danio_rerio_UniProtRefProteome.fasta.gz && gunzip Danio_rerio_UniProtRefProteome.fasta.gz && echo Done!	Danio_rerio_UniProtRefProteome.fasta
Gallus_gallus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000539/UP000000539_9031.fasta.gz	echo 'Downloading proteome for Gallus_gallus.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000539/UP000000539_9031.fasta.gz' > Gallus_gallus_UniProtRefProteome.fasta.gz && gunzip Gallus_gallus_UniProtRefProteome.fasta.gz && echo Done!	Gallus_gallus_UniProtRefProteome.fasta
Homo_sapiens	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000005640/UP000005640_9606.fasta.gz	echo 'Downloading proteome for Homo_sapiens.' && curl 'https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000005640/UP000005640_9606.fasta.gz' > Homo_sapiens_UniProtRefProteome.fasta.gz && gunzip Homo_sapiens_UniProtRefProteome.fasta.gz && echo Done!	Homo_sapiens_UniProtRefProteome.fasta
