Num	Domain	Name_to_Use	InEukProtV3	InTCS	EukProt_ID	UniProt_Proteome_ID	UP_RefProt	Actions_Needed	Changes_Vs_EukProtV3	Filtering_Applied	NumProts_PreFilt	NumProts_PostFilt	PropProts_Retained	Genus_UniEuk	Epithet_UniEuk	Supergroup_UniEuk	Taxogroup1_UniEuk	Taxogroup2_UniEuk	Actions_Prior_to_Use_EukProt	Data_Source_Type_EukProt	Taxonomy_UniEuk	Data_Source_URL	Original_Filename	New_Data_Citation	TaxSpecific_Busco_Complete	TaxSpecific_Busco_Single	TaxSpecific_Busco_Duplicated	TaxSpecific_Busco_Fragmented	TaxSpecific_Busco_Missing	Euk_Busco_Complete	Euk_Busco_Single	Euk_Busco_Duplicated	Euk_Busco_Fragmented	Euk_Busco_Missing																
45	Eukaryota	Acanthocystis_sp_HF-20	TRUE	TRUE	EP00298	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	30723	23742	0.772776096	Acanthocystis	NA	Centroplasthelida	Centroplasthelida	Centroplasthelida	translate mRNA	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida;Panacanthocystida;Acanthocystidae;Acanthocystis;strain HF-20	https://datadryad.org/bitstream/handle/10255/dryad.103233/Acanthocystis_sp_transcriptome.fasta.zip	EP00298_Acanthocystis_sp_HF-20.fasta																											
46	Eukaryota	Choanocystis_sp_HF-7	TRUE	TRUE	EP00300	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	43441	30438	0.700674478	Choanocystis	NA	Centroplasthelida	Centroplasthelida	Centroplasthelida	translate mRNA	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida;Pterocystida;Raphidista;Choanocystidae;Choanocystis;strain HF-7	https://datadryad.org/bitstream/handle/10255/dryad.103232/Choanocystis_sp_transcriptome.fasta.zip	EP00300_Choanocystis_sp_HF-7.fasta																											
47	Eukaryota	Pterocystis_sp_00344	TRUE	TRUE	EP00299	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	20396	14949	0.732937831	Pterocystis	NA	Centroplasthelida	Centroplasthelida	Centroplasthelida	translate mRNA	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida;Pterocystida;Pterista;'Pterocystidae C';strain 00344	https://datadryad.org/bitstream/handle/10255/dryad.103231/Raineriophrys_erinaceoides_transcriptome.fasta.zip	EP00299_Pterocystis_sp_00344.fasta																											
48	Eukaryota	Raphidiophrys_heterophryoidea	TRUE	TRUE	EP00301	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	28138	20462	0.727201649	Raphidiophrys	heterophryoidea	Centroplasthelida	Centroplasthelida	Centroplasthelida	translate mRNA	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida;Pterocystida;Raphidista;Raphidiophryidae;Raphidiophrys;Raphidiophrys heterophryoidea;strain 00434	https://datadryad.org/bitstream/handle/10255/dryad.103234/Raphidiophrys_heterophryoidea_transcriptome.fasta.zip	EP00301_Raphidiophrys_heterophryoidea.fasta																											
49	Eukaryota	Tetraselmis_striata	TRUE	FALSE	EP00873	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.95	46696	32457	0.695070242	Tetraselmis	striata	Chloroplastida	Chlorophyta	Chlorodendrophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorodendrophyceae;Tetraselmis;Tetraselmis striata;strain LANL1001	https://genome.jgi.doe.gov/portal/Tetstr1/download/Tetstr1_GeneCatalog_proteins_20200807.aa.fasta.gz	EP00873_Tetraselmis_striata.fasta																											
50	Eukaryota	Chlamydomonas_reinhardtii	TRUE	TRUE	EP00198	UP000006906	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	17614	17614	1	Chlamydomonas	reinhardtii	Chloroplastida	Chlorophyta	Chlorophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Chlamydomonadales;Chlamydomonas;Chlamydomonas reinhardtii;strain CC-503-cw92-mt+	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006906/UP000006906_3055.fasta.gz	Chlamydomonas_reinhardtii_UniProtRefProteome.fasta																											
51	Eukaryota	Chlamydomonas_eustigma	FALSE	FALSE	NA	UP000232323	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;	14046	14046	1	Chlamydomonas	eustigma	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Chlamydomonadales;Chlamydomonas;Chlamydomonas reinhardtii;strain CC-503-cw92-mt+	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000232323/UP000232323_1157962.fasta.gz	Chlamydomonas_eustigma_UniProtRefProteome.fasta																											
52	Eukaryota	Tetradesmus_obliquus	TRUE	FALSE	EP00883	UP000256970	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	17061	17055	0.999648321	Tetradesmus	obliquus	Chloroplastida	Chlorophyta	Chlorophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Sphaeropleales;Tetradesmus;Tetradesmus obliquus;strain UTEX-393	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000256970/UP000256970_3088.fasta.gz	Tetradesmus_obliquus_UniProtRefProteome.fasta																											
53	Eukaryota	Gonium_pectorale	TRUE	FALSE	EP00875	UP000075714	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different isolate for UniProt Reference (NIES-2863)	Remove prots < 20 AA;None	16224	16224	1	Gonium	pectorale	Chloroplastida	Chlorophyta	Chlorophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Chlamydomonadales;Gonium;Gonium pectorale;isolate NIES-2863	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000075714/UP000075714_33097.fasta.gz	Gonium_pectorale_UniProtRefProteome.fasta																											
54	Eukaryota	Raphidocelis_subcapitata	TRUE	FALSE	EP00881	UP000247498	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	13347	13347	1	Raphidocelis	subcapitata	Chloroplastida	Chlorophyta	Chlorophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Sphaeropleales;Raphidocelis;Raphidocelis subcapitata;strain NIES-35	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000247498/UP000247498_307507.fasta.gz	Raphidocelis_subcapitata_UniProtRefProteome.fasta																											
55	Eukaryota	Volvox_carteri	TRUE	TRUE	EP00202	UP000001058	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	14333	14333	1	Volvox	carteri	Chloroplastida	Chlorophyta	Chlorophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Chlamydomonadales;Volvox;Volvox carteri;strain nagariensis-M.O.P.Iyengar	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001058/UP000001058_3068.fasta.gz	Volvox_carteri_UniProtRefProteome.fasta																											
56	Eukaryota	Chloropicon_primus	TRUE	FALSE	EP00738	UP000316726	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	8606	8606	1	Chloropicon	primus	Chloroplastida	Chlorophyta	Chloropicophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Chloropicophyceae;Chloropicon;Chloropicon primus;strain CCMP-1205	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000316726/UP000316726_1764295.fasta.gz	Chloropicon_primus_UniProtRefProteome.fasta																											
57	Eukaryota	Micromonas_pusilla	TRUE	TRUE	EP00231	UP000001876	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	10246	10246	1	Micromonas	pusilla	Chloroplastida	Chlorophyta	Mamiellophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla;strain CCMP-1545	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001876/UP000001876_564608.fasta.gz	Micromonas_pusilla_UniProtRefProteome.fasta																											
58	Eukaryota	Ostreococcus_tauri	TRUE	TRUE	EP00224	UP000009170	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	7743	7743	1	Ostreococcus	tauri	Chloroplastida	Chlorophyta	Mamiellophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus tauri;strain OTH95	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000009170/UP000009170_70448.fasta.gz	Ostreococcus_tauri_UniProtRefProteome.fasta																											
59	Eukaryota	Nephroselmis_pyriformis	TRUE	TRUE	EP00232	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	31335	30789	0.982575395	Nephroselmis	pyriformis	Chloroplastida	Chlorophyta	Nephroselmidophyceae	none	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Nephroselmidophyceae;Nephroselmis;Nephroselmis pyriformis;strain CCMP-717	https://doi.org/10.6084/m9.figshare.12410606	EP00232_Nephroselmis_pyriformis.fasta																											
60	Eukaryota	Chlorella_sorokiniana	TRUE	FALSE	EP00886	UP000239899	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	9482	9482	1	Chlorella	sorokiniana	Chloroplastida	Chlorophyta	Trebouxiophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Trebouxiophyceae;Chlorellales;Chlorella;Chlorella sorokiniana;strain UTEX-1602	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000239899/UP000239899_3076.fasta.gz	Chlorella_sorokiniana_UniProtRefProteome.fasta																											
61	Eukaryota	Prasinococcus_capsulatus	TRUE	TRUE	EP00958	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.95	30562	30340	0.992736077	Prasinococcus	capsulatus	Chloroplastida	Palmophyllophyceae	Prasinococcus	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Palmophyllophyceae;Prasinococcus;Prasinococcus capsulatus;strain CCMP-1194	https://doi.org/10.5061/dryad.7wm37pvnv	EP00958_Prasinococcus_capsulatus.fasta																											
62	Eukaryota	Prasinoderma_coloniale	TRUE	TRUE	EP00793	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.95	7139	7096	0.993976747	Prasinoderma	coloniale	Chloroplastida	Palmophyllophyceae	Prasinoderma-clade	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Palmophyllophyceae;'Prasinoderma clade';Prasinoderma;Prasinoderma coloniale;strain CCMP-1413	http://ftp.cngb.org/pub/CNSA/data2/CNP0000924/CNS0223647/CNA0013964/	EP00793_Prasinoderma_coloniale.fasta																											
63	Eukaryota	Coleochaete_scutata	TRUE	TRUE	EP00245	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	18831	16688	0.88619829	Coleochaete	scutata	Chloroplastida	Streptophyta	Coleochaetophyceae	"assemble mRNA,translate mRNA"	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Coleochaetophyceae;Coleochaete;Coleochaete scutata;strain SAG-110.80M	https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=ERR364368	EP00245_Coleochaete_scutata.fasta																											
64	Eukaryota	Amborella_trichopoda	TRUE	TRUE	EP00254	UP000017836	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	27366	27366	1	Amborella	trichopoda	Chloroplastida	Streptophyta	Embryophyta	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Amborellales;Amborellaceae;Amborella;Amborella trichopoda;strain SantaCruz	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000017836/UP000017836_13333.fasta.gz	Amborella_trichopoda_UniProtRefProteome.fasta																											
65	Eukaryota	Arabidopsis_thaliana	TRUE	TRUE	EP00260	UP000006548	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	27487	27474	0.999527049	Arabidopsis	thaliana	Chloroplastida	Streptophyta	Embryophyta	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;'eudicotyledons';Pentapetalae;'rosids';'malvids';Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana;strain Columbia	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006548/UP000006548_3702.fasta.gz	Arabidopsis_thaliana_UniProtRefProteome.fasta																											
66	Eukaryota	Marchantia_polymorpha	TRUE	TRUE	EP00248	UP000077202	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	17951	17951	1	Marchantia	polymorpha	Chloroplastida	Streptophyta	Embryophyta	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Marchantiophyta;Marchantiopsida;Marchantiidae;Marchantiales;Marchantiaceae;Marchantia;Marchantia polymorpha;strain ruderalis-Tak-1/Tak-2/Tak-1-BC4/Kit-2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000077202/UP000077202_1480154.fasta.gz	Marchantia_polymorpha_UniProtRefProteome.fasta																											
67	Eukaryota	Physcomitrium_patens	TRUE	TRUE	EP00247	UP000006727	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	31359	31345	0.999553557	Physcomitrium	patens	Chloroplastida	Streptophyta	Embryophyta	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Funariidae;Funariales;Funariaceae;Physcomitrium;Physcomitrium patens;strain Gransden-2004	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006727/UP000006727_3218.fasta.gz	Physcomitrium_patens_UniProtRefProteome.fasta																											
68	Eukaryota	Populus_trichocarpa	TRUE	TRUE	EP00258	UP000006729	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	42532	42532	1	Populus	trichocarpa	Chloroplastida	Streptophyta	Embryophyta	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;'eudicotyledons';Pentapetalae;'rosids';'fabids';Malpighiales;Salicaceae;Populus;Populus trichocarpa;strain Nisqually-1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006729/UP000006729_3694.fasta.gz	Populus_trichocarpa_UniProtRefProteome.fasta																											
69	Eukaryota	Selaginella_moellendorffii	TRUE	TRUE	EP00269	UP000001514	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	33119	33119	1	Selaginella	moellendorffii	Chloroplastida	Streptophyta	Embryophyta	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Lycopodiopsida;Selaginella;Selaginella moellendorffii;strain Plant-Delights	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001514/UP000001514_88036.fasta.gz	Selaginella_moellendorffii_UniProtRefProteome.fasta																											
70	Eukaryota	Klebsormidium_nitens	TRUE	TRUE	EP00895	NA	FALSE	"Download UniProtKB proteins, CD-HIT, BUSCO"	None	Remove prots < 20 AA;None	16263	16192	0.995634262	Klebsormidium	nitens	Chloroplastida	Streptophyta	Klebsormidiophyceae	none	genome	Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Klebsormidiophyceae;Klebsormidiaceae;Klebsormidium;Klebsormidium nitens;strain NIES-2285	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=fasta&query=%28%28taxonomy_id%3A105231%29%29	Klebsormidium_nitens_UniProtKbProteins.fasta																											
71	Eukaryota	Diphylleia_rotans	TRUE	TRUE	EP00002	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	41305	14564	0.352596538	Diphylleia	rotans	Collodictyonidae	Collodictyonidae	Collodictyonidae	"assemble mRNA,translate mRNA"	transcriptome	Eukaryota;'CRuMs';'CR clade';Collodictyonidae;Diphylleia;Diphylleia rotans;strain NIES-3764	https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR5997434	EP00002_Diphylleia_rotans.fasta																											
72	Eukaryota	Baffinella_frigidus	TRUE	TRUE	EP00290	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	59605	59476	0.997835752	Baffinella	frigidus	Cryptophyceae	Cryptomonadales	Cryptomonadales	CD-HIT	transcriptome	Eukaryota;Diaphoretickes;Cryptista;'CK clade';Cryptophyceae;Cryptomonadales;Baffinella;Baffinella frigidus;strain CCMP-2293	https://doi.org/10.6084/m9.figshare.12410606	EP00290_Baffinella_frigidus.fasta																											
73	Eukaryota	Cryptomonas_curvata	TRUE	TRUE	EP00291	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	31558	26902	0.852462133	Cryptomonas	curvata	Cryptophyceae	Cryptomonadales	Cryptomonadales	none	transcriptome	Eukaryota;Diaphoretickes;Cryptista;'CK clade';Cryptophyceae;Cryptomonadales;Cryptomonas;Cryptomonas curvata;strain CCAP-979/52	https://doi.org/10.6084/m9.figshare.12410606	EP00291_Cryptomonas_curvata.fasta																											
74	Eukaryota	Geminigera_cryophila	TRUE	TRUE	EP00277	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	48398	48358	0.99917352	Geminigera	cryophila	Cryptophyceae	Cryptomonadales	Cryptomonadales	CD-HIT	transcriptome	Eukaryota;Diaphoretickes;Cryptista;'CK clade';Cryptophyceae;Cryptomonadales;'lineage B';Geminigera;Geminigera cryophila	https://doi.org/10.6084/m9.figshare.12410606	EP00277_Geminigera_cryophila.fasta																											
75	Eukaryota	Guillardia_theta	TRUE	TRUE	EP00279	UP000011087	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	24714	24714	1	Guillardia	theta	Cryptophyceae	Cryptomonadales	Cryptomonadales	none	genome	Eukaryota;Diaphoretickes;Cryptista;'CK clade';Cryptophyceae;Cryptomonadales;'lineage C';Guillardia;Guillardia theta;strain CCMP-2712	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000011087/UP000011087_905079.fasta.gz	Guillardia_theta_UniProtRefProteome.fasta																											
76	Eukaryota	Goniomonas_avonlea	TRUE	TRUE	EP00294	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	18028	15213	0.843854005	Goniomonas	avonlea	Cryptophyceae	Goniomonas	Goniomonas	none	transcriptome	Eukaryota;Diaphoretickes;Cryptista;'CK clade';Cryptophyceae;Goniomonas;'ma G clade';Goniomonas avonlea;strain m	https://doi.org/10.6084/m9.figshare.12410606	EP00294_Goniomonas_avonlea.fasta																											
77	Eukaryota	Goniomonas_pacifica	TRUE	TRUE	EP00295	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	51699	51625	0.998568638	Goniomonas	pacifica	Cryptophyceae	Goniomonas	Goniomonas	CD-HIT	transcriptome	Eukaryota;Diaphoretickes;Cryptista;'CK clade';Cryptophyceae;Goniomonas;'ma G clade';Goniomonas pacifica;strain CCMP-1869	https://doi.org/10.6084/m9.figshare.12410606	EP00295_Goniomonas_pacifica.fasta																											
78	Eukaryota	Rhynchopus_humris	TRUE	TRUE	EP00754	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	52227	28905	0.553449365	Rhynchopus	humris	Euglenozoa	Diplonemea	Diplonemidae	none	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Rhynchopus;Rhynchopus humris;strain YPF1608	https://yadi.sk/mail/?hash=1lyMyRcsSI0p%2BKP2xcca19xt6XCSAzIgMpfOFsJ1Vs%2FFkfoNYBuP%2Bi2N%2FwZzYHFYq%2FJ6bpmRyOJonT3VoXnDag%3D%3D	EP00754_Rhynchopus_humris.fasta																											
79	Eukaryota	Sulcionema_specki	TRUE	TRUE	EP00755	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.90	40309	40096	0.99471582	Sulcionema	specki	Euglenozoa	Diplonemea	Diplonemidae	none	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Sulcionema;Sulcionema specki;strain YPF1618	https://yadi.sk/mail/?hash=1lyMyRcsSI0p%2BKP2xcca19xt6XCSAzIgMpfOFsJ1Vs%2FFkfoNYBuP%2Bi2N%2FwZzYHFYq%2FJ6bpmRyOJonT3VoXnDag%3D%3D	EP00755_Sulcionema_specki.fasta																											
80	Eukaryota	Hemistasia_phaeocysticola	TRUE	TRUE	EP00756	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	67480	43144	0.63935981	Hemistasia	phaeocysticola	Euglenozoa	Diplonemea	Hemistasiidae	none	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;Hemistasia;Hemistasia phaeocysticola;strain YPF1303	https://yadi.sk/mail/?hash=1lyMyRcsSI0p%2BKP2xcca19xt6XCSAzIgMpfOFsJ1Vs%2FFkfoNYBuP%2Bi2N%2FwZzYHFYq%2FJ6bpmRyOJonT3VoXnDag%3D%3D	EP00756_Hemistasia_phaeocysticola.fasta																											
81	Eukaryota	Entosiphon_sulcatum	TRUE	TRUE	EP01012	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	69295	58940	0.850566419	Entosiphon	sulcatum	Euglenozoa	Euglenida	core-euglenids	"assemble mRNA,translate mRNA"	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Entosiphon;Entosiphon sulcatum	https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR12646292	EP01012_Entosiphon_sulcatum.fasta																											
82	Eukaryota	Euglena_gracilis	TRUE	TRUE	EP00667	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.95	36526	35459	0.970787932	Euglena	gracilis	Euglenozoa	Euglenida	core-euglenids	none	genome	Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglena;Euglena gracilis;strain Z1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD009998/Euglena_translated_transcriptome.fasta	EP00667_Euglena_gracilis.fasta																											
83	Eukaryota	Euglena_longa	TRUE	TRUE	EP00668	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.90	48495	26854	0.553747809	Euglena	longa	Euglenozoa	Euglenida	core-euglenids	translate mRNA	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglena;Euglena longa;strain CCAP-1204/17a	ftp://ftp.ncbi.nlm.nih.gov/sra/wgs_aux/GG/OE/GGOE01/GGOE01.1.fsa_nt.gz	EP00668_Euglena_longa.fasta																											
84	Eukaryota	Bodo_saltans	TRUE	TRUE	EP00671	UP000051952	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	18124	18118	0.999668947	Bodo	saltans	Euglenozoa	Kinetoplastea	Metakinetoplastina	none	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Eubodonida;Bodo;Bodo saltans;strain Konstans	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000051952/UP000051952_75058.fasta.gz	Bodo_saltans_UniProtRefProteome.fasta																											
85	Eukaryota	Leishmania_major	TRUE	TRUE	EP00674	UP000000542	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	8038	8038	1	Leishmania	major	Euglenozoa	Kinetoplastea	Metakinetoplastina	none	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Leishmania;Leishmania major;strain Friedlin	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000542/UP000000542_5664.fasta.gz	Leishmania_major_UniProtRefProteome.fasta																											
86	Eukaryota	Neobodo_designis	TRUE	TRUE	EP00672	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	29002	28278	0.975036204	Neobodo	designis	Euglenozoa	Kinetoplastea	Metakinetoplastina	none	transcriptome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1C';Neobodo designis;strain CCAP-1951/1	https://doi.org/10.6084/m9.figshare.12410606	EP00672_Neobodo_designis.fasta																											
